geojson	código setor censitário(2010)	Nome do bairro(IBGE)	nº hab.	observações	Cód.	Apelido
[-48.63975740666628411,-26.95604580945792961],[ -48.63984852499993394,-26.95601681699997698],[ -48.63996082099993856,-26.95598108699994455],[ -48.64018847399995593,-26.95586725999989852],[ -48.64048117099998336,-26.95572091199995057],[ -48.64077386799993974,-26.95562334599997456],[ -48.64096899899993787,-26.95547699799993424],[ -48.64152187099995217,-26.95542821499997643],[ -48.6418633509999836,-26.95541195399993839],[ -48.64212352599997757,-26.95523308399992501],[ -48.64248126599994748,-26.95539569299995719],[ -48.64282274599997891,-26.95550951999996059],[ -48.64309918199995764,-26.95562334599998167],[ -48.64331057399994052,-26.95594856499996439],[ -48.64358700999997609,-26.95593230399993345],[ -48.64376587999993262,-26.95581847799997277],[ -48.64378214099997422,-26.95601360899996379],[ -48.64378025773294212,-26.95608054918702479],[ -48.64435661355462059,-26.95619706060999121],[ -48.64442494219448321,-26.95618103632409301],[ -48.64621461074204944,-26.95491905907911701],[ -48.64606161067330703,-26.95471305918303528],[ -48.64593761065903266,-26.95458905927031523],[ -48.6456746108565099,-26.95456205947220951],[ -48.64528161115288896,-26.95452305977400798],[ -48.64451461173044322,-26.95444606036294388],[ -48.64379561225560877,-26.95435706091385342],[ -48.6437416122947468,-26.95435006095520691],[ -48.6426716130718475,-26.95421306177474818],[ -48.64229161324228556,-26.95405506205800705],[ -48.64150161395124883,-26.95409406267310359],[ -48.64028561511099724,-26.95422506362496762],[ -48.64016267072936017,-26.95423572963582259],[ -48.64013561558690668,-26.95458606376697119],[ -48.6401006158782252,-26.95485706381340307],[ -48.64007761604255364,-26.95500706384191503],[ -48.64003061622245383,-26.95515206388868634],[ -48.63996161641623672,-26.95529206395215382],[ -48.63981061688529195,-26.95564506409436589],[ -48.63976191310140962,-26.95597379914142522],[ -48.63975740666628411,-26.95604580945792961]	420820305000298	Praia Brava	515		1	Praia Brava
[-48.64378025773294212,-26.95608054918702479],[ -48.64377680699994499,-26.95620320399996217],[ -48.64383092399998532,-26.95693090399992897],[ -48.64405857699995295,-26.95715855699996411],[ -48.64435127399997327,-26.95712603499993065],[ -48.6445070079999482,-26.9571952499999874],[ -48.64459442699995861,-26.95725508999993281],[ -48.64488788499994598,-26.95743499299993218],[ -48.64523354599998584,-26.95759321599996028],[ -48.64536741499995287,-26.95762378399995995],[ -48.64596589099994617,-26.95791291899995912],[ -48.64630418199993755,-26.95816199099994392],[ -48.64667658899998059,-26.95829682299995156],[ -48.64737110099997608,-26.95816570799996725],[ -48.64802909599995928,-26.95825864599992983],[ -48.64838969199996654,-26.95826236299996381],[ -48.64847147699993002,-26.95843708499995373],[ -48.64875798899993242,-26.95852447599997959],[ -48.64887330299995938,-26.958885888999923],[ -48.64906999199996562,-26.95903559999993604],[ -48.64940091599993366,-26.95905022199996637],[ -48.64968486199995823,-26.95932126199994272],[ -48.65041771699998208,-26.95960786699992795],[ -48.65053971699995827,-26.96001886699996319],[ -48.65094771699995135,-26.96054086699995977],[ -48.65139771699995208,-26.9609408669999695],[ -48.65196971699998585,-26.96144586699994861],[ -48.6525747169999363,-26.96207586699994962],[ -48.65339671699996416,-26.96263486699996648],[ -48.65364471699996329,-26.96273386699994745],[ -48.65382071699997368,-26.96276286699997371],[ -48.65512071699993157,-26.9630428669999489],[ -48.65571471699996664,-26.96361686699992788],[ -48.65605471699996087,-26.96424986699997817],[ -48.65658071699994025,-26.96466386699995255],[ -48.65734338999993724,-26.96482491499995149],[ -48.65765571699995462,-26.96489086699994786],[ -48.65832171699997843,-26.96527486699994469],[ -48.65857471699996495,-26.96556686699994998],[ -48.65889171699996041,-26.96613086699995065],[ -48.65954771699995263,-26.9670688669999663],[ -48.65996871699996973,-26.96756886699995448],[ -48.66031071699995891,-26.96785186699996828],[ -48.6605747169999745,-26.96786086699995622],[ -48.66063571699993417,-26.96729686699995909],[ -48.66099371699993981,-26.96684586699996089],[ -48.66142071699994176,-26.96628286699995414],[ -48.66181371699997271,-26.96559486699992902],[ -48.6620157169999743,-26.96497986699995053],[ -48.66227971699993304,-26.9640608669999402],[ -48.66261671699993485,-26.96322386699995732],[ -48.66287171699997316,-26.96189786699995139],[ -48.66298271699997713,-26.96165286699994112],[ -48.66307471699997222,-26.96156586699992985],[ -48.66322809386439729,-26.96159321892247362],[ -48.66317558237393115,-26.96146317457244734],[ -48.65915073629405896,-26.95344597873213388],[ -48.65848573549001088,-26.95202597914663656],[ -48.64297361073840875,-26.95206106138757463],[ -48.64220661145481017,-26.95212806198677313],[ -48.64218029362579898,-26.95212322444162112],[ -48.64112261234885892,-26.95210006282492188],[ -48.64039761292916353,-26.95206306338419822],[ -48.6403367979959782,-26.95206249438711055],[ -48.64030432891788536,-26.95206168268451208],[ -48.64027797713077916,-26.95206167771963024],[ -48.64026361349276328,-26.95252906352127553],[ -48.64022361448032683,-26.95351706362267308],[ -48.64017433637153687,-26.95408050734221916],[ -48.64016267072936017,-26.95423572963582259],[ -48.64028561511099724,-26.95422506362496762],[ -48.64150161395124883,-26.95409406267310359],[ -48.64229161324228556,-26.95405506205800705],[ -48.6426716130718475,-26.95421306177474818],[ -48.6437416122947468,-26.95435006095520691],[ -48.64379561225560877,-26.95435706091385342],[ -48.64451461173044322,-26.95444606036294388],[ -48.64528161115288896,-26.95452305977400798],[ -48.6456746108565099,-26.95456205947220951],[ -48.64593761065903266,-26.95458905927031523],[ -48.64606161067330703,-26.95471305918303528],[ -48.64621461074204944,-26.95491905907911701],[ -48.64442494219448321,-26.95618103632409301],[ -48.64435661355462059,-26.95619706060999121],[ -48.64378025773294212,-26.95608054918702479]	420820305000033	Praia Brava	731		1	Praia Brava
[-48.64091089824388803,-26.9377642636456045],[ -48.64085759893334426,-26.93796106202331586],[ -48.64083359920545035,-26.9382220620604933],[ -48.64083459945631205,-26.93848306207823029],[ -48.6408355996849977,-26.93872106209439821],[ -48.64087459991615248,-26.93899506208370553],[ -48.64088959999118345,-26.93908606207857659],[ -48.64091260010667384,-26.9392260620707269],[ -48.64096960051351459,-26.93969806206018447],[ -48.64098860063240437,-26.9398380620554434],[ -48.6410156007975587,-26.94003306204842119],[ -48.64101860090206486,-26.94014406205401002],[ -48.64102260103852871,-26.94028906206122542],[ -48.64101860118275056,-26.94043506207473015],[ -48.64099760137709438,-26.94061806210403986],[ -48.64098160154307493,-26.94077606212769282],[ -48.64093960172631625,-26.9409290621711186],[ -48.64090960184826429,-26.94102906220150828],[ -48.64062060267436749,-26.94163106246830353],[ -48.64055060287657994,-26.94177906253309374],[ -48.64019860400801321,-26.94264206286732133],[ -48.64006860445798708,-26.94299406299313304],[ -48.63995560484915615,-26.94330006310241643],[ -48.6399326049632279,-26.94339806312731156],[ -48.63988960516953597,-26.94357406317308801],[ -48.63986760545834898,-26.94385406321008247],[ -48.63985560574445799,-26.94414006323975741],[ -48.63986960593805975,-26.94435306324410107],[ -48.63992560615677263,-26.94462906322036844],[ -48.64014060721392241,-26.94591406314533799],[ -48.6401606075288413,-26.94625806315434247],[ -48.64018160792974754,-26.94669206316899235],[ -48.64023960825774395,-26.94708306315191493],[ -48.64029460864232135,-26.94753006314113719],[ -48.64048160914829566,-26.94821906304531112],[ -48.64048160937119292,-26.94845006306176671],[ -48.64047660960991948,-26.94869306308287094],[ -48.6404656098730328,-26.9489560631101206],[ -48.64042961013907984,-26.94920006315540206],[ -48.64040761064218543,-26.94970206320823181],[ -48.64033361186597659,-26.95090506335130698],[ -48.64028961265417905,-26.95168306344083575],[ -48.64027797713077916,-26.95206167771963024],[ -48.64030432891788536,-26.95206168268451208],[ -48.6403367979959782,-26.95206249438711055],[ -48.64039761292916353,-26.95206306338419822],[ -48.64112261234885892,-26.95210006282492188],[ -48.64218029362579898,-26.95212322444162112],[ -48.64220661145481017,-26.95212806198677313],[ -48.64297361073840875,-26.95206106138757463],[ -48.65848573549001088,-26.95202597914663656],[ -48.65314772904037,-26.94063198247321367],[ -48.6481407323345465,-26.9396369862804228],[ -48.6430717356069664,-26.93856599013070863],[ -48.64257773591651812,-26.93845199050528905],[ -48.64109481534818968,-26.93784210913446131],[ -48.64091089824388803,-26.9377642636456045]	420820305000034	Praia Brava	1168		1	Praia Brava
[-48.63256270077383903,-26.95506938100400163],[ -48.6325573719999511,-26.95493601499992309],[ -48.63264927799997395,-26.95476634299995311],[ -48.63278831399998126,-26.95466501099997458],[ -48.63295091699995965,-26.9545660359999566],[ -48.63306640699994432,-26.95456185799996973],[ -48.63319599899995183,-26.95463201899996619],[ -48.63412800499997957,-26.95450606499996482],[ -48.63446853899995403,-26.95450005199995758],[ -48.63470183799995539,-26.95442464199994248],[ -48.63547051499995177,-26.95436910799997676],[ -48.63687714099995674,-26.95413048399995759],[ -48.63796087499997611,-26.95423766899995854],[ -48.63846029899998058,-26.95445464899995258],[ -48.63872089399995957,-26.95466159299996534],[ -48.6387898749999863,-26.95501416299993025],[ -48.63874097499996196,-26.95513043099993311],[ -48.63868559599995933,-26.95518109699997567],[ -48.63858779899993579,-26.95523765399997274],[ -48.63861077599995042,-26.95552338699996753],[ -48.6386738129999685,-26.95580852999994548],[ -48.63873743999999988,-26.9558815829999503],[ -48.63889297299994041,-26.95601826299996873],[ -48.63918282999998866,-26.95611723899998324],[ -48.63950267999996413,-26.9560949139999515],[ -48.63961094799998364,-26.95608230599991728],[ -48.63966103299998167,-26.95607647399992857],[ -48.63975740666628411,-26.95604580945792961],[ -48.63976191310140962,-26.95597379914142522],[ -48.63981061688529195,-26.95564506409436589],[ -48.63996161641623672,-26.95529206395215382],[ -48.64003061622245383,-26.95515206388868634],[ -48.64007761604255364,-26.95500706384191503],[ -48.6401006158782252,-26.95485706381340307],[ -48.64013561558690668,-26.95458606376697119],[ -48.64016267072936017,-26.95423572963582259],[ -48.64017433637153687,-26.95408050734221916],[ -48.64022361448032683,-26.95351706362267308],[ -48.64026361349276328,-26.95252906352127553],[ -48.64027797713077916,-26.95206167771963024],[ -48.64028961265417905,-26.95168306344083575],[ -48.64033361186597659,-26.95090506335130698],[ -48.64040761064218543,-26.94970206320823181],[ -48.64042961013907984,-26.94920006315540206],[ -48.6404656098730328,-26.9489560631101206],[ -48.64047660960991948,-26.94869306308287094],[ -48.64048160937119292,-26.94845006306176671],[ -48.64048160914829566,-26.94821906304531112],[ -48.64029460864232135,-26.94753006314113719],[ -48.64023960825774395,-26.94708306315191493],[ -48.6378396104941757,-26.9472880650265374],[ -48.63722661106503153,-26.94734006550534389],[ -48.63708961113410112,-26.94729106560803444],[ -48.63695161123008859,-26.94726906571342795],[ -48.63674742921861593,-26.94726202328098807],[ -48.63664761153461313,-26.94731706595247189],[ -48.63645861176848939,-26.947393066104393],[ -48.63619561201888786,-26.94742106631023404],[ -48.63598961225078909,-26.94748006647410676],[ -48.63585361243868022,-26.94755506658488997],[ -48.63562661267587828,-26.94760106676411837],[ -48.63540461285960959,-26.94759606693584431],[ -48.63514561307861328,-26.94759506713652186],[ -48.6349296131935489,-26.94752406729889316],[ -48.6348836133001754,-26.94759406733954066],[ -48.63490961336881213,-26.94768806732609079],[ -48.63499461335838703,-26.94775206726477634],[ -48.63509261332630018,-26.9478050671925935],[ -48.63521661328854151,-26.94787506710147085],[ -48.63529461330625736,-26.94796206704723218],[ -48.63576461349481406,-26.94857106672636249],[ -48.63626661363782944,-26.94916106637925424],[ -48.63639061368500194,-26.94931906629440377],[ -48.63228561875478562,-26.95095906959377885],[ -48.63142161956972132,-26.9510430702696695],[ -48.63134161872055472,-26.9500930702637902],[ -48.63072361930526455,-26.95015507074736405],[ -48.63076662023803465,-26.95115907078579909],[ -48.6309826220936614,-26.95327107076928641],[ -48.63126762181971685,-26.95323807054593956],[ -48.63133462240584493,-26.95390407054148341],[ -48.6315376234558201,-26.95517007047455138],[ -48.63237862265736311,-26.95508306981621161],[ -48.63256270077383903,-26.95506938100400163]	420820305000299	Praia Brava	297		2	Praia Brava(Ariribá)
[-48.62110538874591015,-26.92547749882176689],[ -48.62102192599996897,-26.92558937899996607],[ -48.62107858499996382,-26.92592045499997511],[ -48.62135451499995042,-26.92639220499995645],[ -48.6218262649999815,-26.92676604499996529],[ -48.62218771699997433,-26.92705761999997094],[ -48.62259271699997498,-26.92733161999996128],[ -48.62325041699995154,-26.92761163599993424],[ -48.62380227599993532,-26.92782525899996671],[ -48.62427402699995582,-26.92836821699994587],[ -48.62451435299993818,-26.9290713919999618],[ -48.62461226299996042,-26.92942742999997208],[ -48.624549955999953,-26.92967665599996252],[ -48.62428292799995688,-26.92976566599997312],[ -48.62405150299997558,-26.93011280299993615],[ -48.62385671699996692,-26.93065261999993254],[ -48.62408710699997982,-26.93102960099997389],[ -48.62444565799995644,-26.93097201999999868],[ -48.62466566899996678,-26.93080707699994036],[ -48.62480808399993748,-26.93046884099993576],[ -48.62532433899997386,-26.9308782849999524],[ -48.62564477299997634,-26.93158145999995767],[ -48.62582279199995128,-26.93210661599994538],[ -48.62604531599993152,-26.93313912599995774],[ -48.62662387799997532,-26.93603193499996351],[ -48.62719353899996122,-26.9388802399999463],[ -48.62753177499996582,-26.94158612899996896],[ -48.6280836339999496,-26.94591199099994583],[ -48.62887510031403338,-26.95129630802484755],[ -48.6289896910570647,-26.95128687694925418],[ -48.62935613233233312,-26.95127659980057544],[ -48.6294026214959203,-26.95126207185078115],[ -48.63012562082492707,-26.95120307128595982],[ -48.63076662023803465,-26.95115907078579909],[ -48.63072361930526455,-26.95015507074736405],[ -48.63064461838768437,-26.94913507073570003],[ -48.6305346175109392,-26.94813007074925082],[ -48.63047961702481103,-26.94757807075243505],[ -48.63045561681062168,-26.94733507075365964],[ -48.63041061911614804,-26.94660035398391784],[ -48.63041061562586975,-26.94606807069796162],[ -48.63032861506522408,-26.94541507071485142],[ -48.63034161464206306,-26.94498807067425261],[ -48.63317661193661223,-26.94467906845453697],[ -48.63479861036819329,-26.9444810671831938],[ -48.63548036697177679,-26.94440844857320272],[ -48.63593064619774964,-26.94435586558957141],[ -48.63642260883178636,-26.94431806591288847],[ -48.63695160831596098,-26.94424906549800269],[ -48.63729560796592466,-26.94418906522710344],[ -48.63750260775443479,-26.94415206506404914],[ -48.63986760545834898,-26.94385406321008247],[ -48.63988960516953597,-26.94357406317308801],[ -48.6399326049632279,-26.94339806312731156],[ -48.63995560484915615,-26.94330006310241643],[ -48.64006860445798708,-26.94299406299313304],[ -48.64019860400801321,-26.94264206286732133],[ -48.64055060287657994,-26.94177906253309374],[ -48.64062060267436749,-26.94163106246830353],[ -48.64090960184826429,-26.94102906220150828],[ -48.64093960172631625,-26.9409290621711186],[ -48.64098160154307493,-26.94077606212769282],[ -48.64099760137709438,-26.94061806210403986],[ -48.64101860118275056,-26.94043506207473015],[ -48.64102260103852871,-26.94028906206122542],[ -48.64101860090206486,-26.94014406205401002],[ -48.6410156007975587,-26.94003306204842119],[ -48.64098860063240437,-26.9398380620554434],[ -48.64096960051351459,-26.93969806206018447],[ -48.64091260010667384,-26.9392260620707269],[ -48.64088959999118345,-26.93908606207857659],[ -48.64087459991615248,-26.93899506208370553],[ -48.6408355996849977,-26.93872106209439821],[ -48.64083459945631205,-26.93848306207823029],[ -48.64083359920545035,-26.9382220620604933],[ -48.64085759893334426,-26.93796106202331586],[ -48.64091089824388803,-26.9377642636456045],[ -48.64087372988366553,-26.93775111765105734],[ -48.63643373868823971,-26.93591699508464998],[ -48.62581974206730706,-26.93008200289269638],[ -48.62575674207155174,-26.93003100293777763],[ -48.62572174201056896,-26.92993700295817305],[ -48.62577674187227927,-26.92984200290883479],[ -48.62579974182864362,-26.92981700288912705],[ -48.62586674170139389,-26.9297440028320807],[ -48.62595374148385474,-26.92959500275397389],[ -48.62598474133118742,-26.92946400272058227],[ -48.62592974118203415,-26.92926100274867096],[ -48.62583974111370111,-26.92911100280767656],[ -48.62551974104368924,-26.9287570030303236],[ -48.6254257409980255,-26.92862700309385815],[ -48.6253587407519845,-26.92831300312329645],[ -48.62534374064124876,-26.92818500312575125],[ -48.62526874054570669,-26.92802000317206179],[ -48.62517474048172517,-26.92787100323423388],[ -48.62504074041598301,-26.92768500332476478],[ -48.62484474046456029,-26.92756300346792386],[ -48.6243147407366294,-26.92737900386548588],[ -48.62405074086120038,-26.92727600406270483],[ -48.623842740977814,-26.92721400421946143],[ -48.62363474113108452,-26.92719000437893939],[ -48.62353174118276655,-26.92715300445612314],[ -48.62341774120131532,-26.92707200453866534],[ -48.62335574114008097,-26.92695400457826338],[ -48.62317474108427717,-26.92673700470298215],[ -48.62296274102583737,-26.92649000484959032],[ -48.62112279273537041,-26.92548671642915892],[ -48.62110538874591015,-26.92547749882176689]	420820305000032	Praia Brava	299		2	Praia Brava(Ariribá)
[-48.62887510031403338,-26.95129630802484755],[ -48.62888880599997066,-26.9513895439999267],[ -48.62905544699998472,-26.95365818199997676],[ -48.62903061499997648,-26.95523497499994292],[ -48.62872022299995933,-26.95678693599994702],[ -48.6282732579999788,-26.95817749299992272],[ -48.62782940599993253,-26.95911288699994657],[ -48.62727659099994071,-26.95974022499995471],[ -48.62783012999990007,-26.96000344599996978],[ -48.62844173299993145,-26.9600305419999593],[ -48.62881333899997571,-26.95992602799998039],[ -48.62914236599993956,-26.95984086799995794],[ -48.62933591099994146,-26.95985248099992759],[ -48.62959913199995299,-26.95976344999996499],[ -48.62982751499993128,-26.95963958099997981],[ -48.63012944599995535,-26.95952732499995008],[ -48.63039266699996688,-26.95948474499994418],[ -48.63067524299999178,-26.95932990899996184],[ -48.63110491299994464,-26.95910539699997699],[ -48.63132555399994317,-26.95901636599995399],[ -48.63153845399995134,-26.95884217499996538],[ -48.63192110199997842,-26.95821398499992938],[ -48.63210962599993081,-26.95752115699996665],[ -48.63221095799997329,-26.95689195699998209],[ -48.63244425699997464,-26.95621562499996671],[ -48.63252270899994301,-26.95560209199993196],[ -48.63256649199996673,-26.95516426599993665],[ -48.63256270077383903,-26.95506938100400163],[ -48.63237862265736311,-26.95508306981621161],[ -48.6315376234558201,-26.95517007047455138],[ -48.63133462240584493,-26.95390407054148341],[ -48.63126762181971685,-26.95323807054593956],[ -48.6309826220936614,-26.95327107076928641],[ -48.63076662023803465,-26.95115907078579909],[ -48.63012562082492707,-26.95120307128595982],[ -48.6294026214959203,-26.95126207185078115],[ -48.62935613233233312,-26.95127659980057544],[ -48.6289896910570647,-26.95128687694925418],[ -48.62887510031403338,-26.95129630802484755]	420820305000175	Praia Brava	454	Jardim Ariribá	2	Praia Brava(Ariribá)
[-48.63986760545834898,-26.94385406321008247],[ -48.63750260775443479,-26.94415206506404914],[ -48.63729560796592466,-26.94418906522710344],[ -48.63695160831596098,-26.94424906549800269],[ -48.63642260883178636,-26.94431806591288847],[ -48.63593064619774964,-26.94435586558957141],[ -48.63548036697177679,-26.94440844857320272],[ -48.63479861036819329,-26.9444810671831938],[ -48.63317661193661223,-26.94467906845453697],[ -48.63034161464206306,-26.94498807067425261],[ -48.63032861506522408,-26.94541507071485142],[ -48.63041061562586975,-26.94606807069796162],[ -48.63041061911614804,-26.94660035398391784],[ -48.63045561681062168,-26.94733507075365964],[ -48.63047961702481103,-26.94757807075243505],[ -48.6305346175109392,-26.94813007074925082],[ -48.63064461838768437,-26.94913507073570003],[ -48.63072361930526455,-26.95015507074736405],[ -48.63134161872055472,-26.9500930702637902],[ -48.63142161956972132,-26.9510430702696695],[ -48.63228561875478562,-26.95095906959377885],[ -48.63639061368500194,-26.94931906629440377],[ -48.63626661363782944,-26.94916106637925424],[ -48.63576461349481406,-26.94857106672636249],[ -48.63529461330625736,-26.94796206704723218],[ -48.63521661328854151,-26.94787506710147085],[ -48.63509261332630018,-26.9478050671925935],[ -48.63499461335838703,-26.94775206726477634],[ -48.63490961336881213,-26.94768806732609079],[ -48.6348836133001754,-26.94759406733954066],[ -48.6349296131935489,-26.94752406729889316],[ -48.63514561307861328,-26.94759506713652186],[ -48.63540461285960959,-26.94759606693584431],[ -48.63562661267587828,-26.94760106676411837],[ -48.63585361243868022,-26.94755506658488997],[ -48.63598961225078909,-26.94748006647410676],[ -48.63619561201888786,-26.94742106631023404],[ -48.63645861176848939,-26.947393066104393],[ -48.63664761153461313,-26.94731706595247189],[ -48.63674742921861593,-26.94726202328098807],[ -48.63695161123008859,-26.94726906571342795],[ -48.63708961113410112,-26.94729106560803444],[ -48.63722661106503153,-26.94734006550534389],[ -48.6378396104941757,-26.9472880650265374],[ -48.64023960825774395,-26.94708306315191493],[ -48.64018160792974754,-26.94669206316899235],[ -48.6401606075288413,-26.94625806315434247],[ -48.64014060721392241,-26.94591406314533799],[ -48.63992560615677263,-26.94462906322036844],[ -48.63986960593805975,-26.94435306324410107],[ -48.63985560574445799,-26.94414006323975741],[ -48.63986760545834898,-26.94385406321008247]	420820305000174	Praia Brava	830		2	Praia Brava(Ariribá)
[-48.64706157700982914,-26.92068005598921232],[ -48.64691857712443834,-26.92067305609941386],[ -48.64672057719710097,-26.92057405624565547],[ -48.64648757718480709,-26.92035605641051887],[ -48.6463405769675532,-26.92000105649907127],[ -48.64614959201501421,-26.91967842103357],[ -48.64567903318405229,-26.91947533801059933],[ -48.64519570187214725,-26.91949813823338999],[ -48.64484571599633966,-26.91978298742039044],[ -48.64157558500889422,-26.92415006048354797],[ -48.6417495850192978,-26.92431406036049779],[ -48.64174958528914772,-26.92459406038043213],[ -48.64167658558817919,-26.92484006045448552],[ -48.64171258582652513,-26.92511906044647674],[ -48.64182258589991648,-26.92529206037361433],[ -48.64209658584181994,-26.92547306017432263],[ -48.64239858561636254,-26.92550505994273635],[ -48.64263658534304824,-26.92543105975316919],[ -48.64284658507808956,-26.92534105958414514],[ -48.64314858478226711,-26.92530005934736081],[ -48.64336858462736046,-26.92533305917936559],[ -48.64367958451376239,-26.92548905894965117],[ -48.64399958442430716,-26.92567805871531661],[ -48.64430158425471973,-26.92576805848786137],[ -48.64472258392920168,-26.92580105816422886],[ -48.64528058352689754,-26.92587505773743572],[ -48.64552758337313776,-26.92593305755030286],[ -48.64560958330353202,-26.92593305748681587],[ -48.64587858317927527,-26.92604105728620567],[ -48.64634158224086491,-26.92547505688746767],[ -48.64647558202786115,-26.92537205677639989],[ -48.64668758179299601,-26.92531505660820557],[ -48.64785358120411018,-26.92573105573502801],[ -48.64799458112681663,-26.92577505562899987],[ -48.64809958098179976,-26.92571705554357564],[ -48.64815958088943404,-26.92567405549407411],[ -48.64828658069684053,-26.92558605538949834],[ -48.64846158040857205,-26.92544105524372],[ -48.64862058012907653,-26.9252910551099589],[ -48.64878157982956708,-26.92512205497330413],[ -48.64890757961373424,-26.92500905486772567],[ -48.6490115794599447,-26.92494105478239419],[ -48.64908357934967853,-26.9248900547230221],[ -48.64918757923345538,-26.92486105464044854],[ -48.64933357906038225,-26.92481005452380316],[ -48.64944257894762814,-26.92478905443793735],[ -48.6496265787422999,-26.92473805429185774],[ -48.64975457859317487,-26.92469605418978773],[ -48.64989357843472106,-26.92465405407920898],[ -48.64999757830982219,-26.92461605399600799],[ -48.65012357813349553,-26.92454405389336003],[ -48.65031357783636423,-26.9244030537362562],[ -48.65042657766914402,-26.9243290536435218],[ -48.65095557694069583,-26.92403905321343061],[ -48.6515685761361425,-26.92374405271798921],[ -48.65203857547803068,-26.92347505233510319],[ -48.65172457512999671,-26.92283705253286996],[ -48.65161257503530123,-26.92264005260566861],[ -48.65140157485318184,-26.92226505274236814],[ -48.6507505763960495,-26.9232930533191599],[ -48.65053557697449804,-26.92370405351477203],[ -48.64856857794951139,-26.92298305498620437],[ -48.64819257816268561,-26.92287305526944863],[ -48.64807057822865488,-26.92283405536114316],[ -48.64798257818098648,-26.92270705542022213],[ -48.64789557808237674,-26.92252805547495953],[ -48.64742157798176692,-26.92200605580479333],[ -48.64729857794357315,-26.9218580558894871],[ -48.64712057795301092,-26.92171105601684289],[ -48.64703957790806754,-26.92159305607115272],[ -48.64709557740582113,-26.92112105599424865],[ -48.64717957701565609,-26.92079005590569096],[ -48.64706157700982914,-26.92068005598921232]	420820305000027	Fazenda	738		3	Cabeçudas/Fazenda (Beira Rio)
